user_name,machine_name,logon_time,total_sec,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7
user_578,machine_17,02-10-2020 08:47,25.955,0.034,6.877,0.031,1.53,0.76,6.074,5.32
user_351,machine_5,2/21/2020 2:35,23.22,0.033,,0.032,1.747,1.364,6.507,7.877
user_578,machine_22,2/20/2020 7:44,29.816,0.03,5.273,0.031,1.797,0.76,7.306,6.944
user_137,machine_6,2/15/2020 0:25,56.597,0.063,,0.235,3.06,2.283,15.796,29.927
user_176,machine_8,02-04-2020 07:11,14.401,0.033,,0.047,1.53,0.58,3.076,4.914
user_417,machine_8,02-03-2020 22:11,22.768,0.046,4.4,0.062,2.093,0.373,3.95,6.196
user_547,machine_5,2/18/2020 18:17,15.077,0.066,,0.031,1.45,0.316,4.11,4.74
user_605,machine_17,02-04-2020 13:31,50.671,0.034,,0.031,3.077,1.247,2.78,13.133
user_21,machine_6,02-07-2020 07:17,17.023,0.046,,0.031,1.947,1.183,1.397,7.306
user_460,machine_18,02-04-2020 23:37,24.019,0.057,7.103,0.031,1.466,0.294,3.61,6.86
user_381,machine_3,02-04-2020 11:53,48.931,0.031,9.547,0.031,2.366,3.244,4.79,19.244
user_641,machine_19,2/18/2020 17:11,17.366,0.02,,0.031,1.713,0.886,4.226,6.604
user_234,machine_0,2/18/2020 21:53,18.488,0.033,,0.047,1.546,1.096,6.146,5.374
user_280,machine_0,2/17/2020 2:58,76.015,0.03,,0.031,1.773,1.096,50.293,10.504
user_294,machine_5,2/29/2020 0:19,28.317,0.02,4.604,0.047,1.74,0.203,5.987,11.15
user_266,machine_6,02-10-2020 21:09,24.942,0.064,4.574,0.047,1.627,1.483,4.377,8.01
user_417,machine_8,02-06-2020 00:50,24.503,0.046,7.013,0.062,1.58,1.024,3.89,6.656
user_481,machine_14,02-11-2020 06:42,21.085,0.033,,0.047,1.766,1.363,3.366,7.817
user_454,machine_17,2/17/2020 20:25,187.257,0.016,,0.047,1.79,0.356,20.75,11.054
user_298,machine_5,2/26/2020 5:31,30.045,0.034,,0.047,1.68,0.193,9.093,12.39
user_600,machine_14,02-06-2020 01:07,18.238,0.02,,0.047,1.813,1.244,3.44,6.754
user_236,machine_5,2/15/2020 0:00,30.489,0.017,,0.016,2.227,4.72,2.61,20.547
user_691,machine_17,03-02-2020 12:07,16.616,0.033,,0.032,1.633,0.623,4.52,5.184
user_114,machine_4,2/21/2020 3:36,61.637,0.06,5.66,0.046,1.61,0.18,31.494,10.706
user_393,machine_4,02-04-2020 23:28,35.544,0.03,3.993,0.063,1.79,0.2,14.603,10.534
user_317,machine_1,03-02-2020 13:42,24.035,0.056,,0.032,2.034,0.88,6.57,7.623
user_537,machine_4,2/20/2020 18:20,29.259,0.034,4.99,0.031,1.517,0.447,12.123,5.154
user_468,machine_5,2/19/2020 20:35,32.142,0.02,3.693,0.046,1.837,0.22,8.37,11.58
user_271,machine_0,2/18/2020 18:55,49.765,0.033,,0.032,1.46,0.553,3.773,4.934
user_425,machine_6,2/29/2020 1:12,17.568,0.03,,0.031,1.53,0.947,4.87,7.43
user_306,machine_6,02-12-2020 19:43,22.966,0.033,4.384,0.047,1.57,0.813,3.764,8.56
user_484,machine_4,02-04-2020 06:57,17.755,0.043,,0.047,1.594,0.197,1.22,5.95
user_92,machine_0,02-04-2020 17:30,28.011,0.02,,0.047,1.37,0.386,2.783,7.627
user_361,machine_17,2/15/2020 23:01,149.668,0.02,45.546,0.046,11.817,0.517,2.377,50.35
user_542,machine_2,2/21/2020 14:38,56.28,0.133,6.76,0.032,1.59,0.814,36.463,5.027
user_339,machine_6,02-07-2020 01:20,29.688,0.046,3.436,0.047,1.673,0.187,6.46,10.386
user_135,machine_4,2/19/2020 0:45,30.982,0.06,6.467,0.031,1.6,0.22,8.49,10.154
user_280,machine_2,2/28/2020 19:26,43.34,0.03,,0.031,1.53,0.647,28.78,4.894
user_61,machine_6,2/28/2020 20:32,30.548,0.033,3.026,0.063,1.644,0.91,15.687,6.156
user_383,machine_6,02-05-2020 05:06,49.697,0.03,,0.046,1.54,0.16,11.333,9.71
user_587,machine_21,03-01-2020 08:53,29.637,0.03,6.183,0.031,1.696,0.713,7.113,7.22
user_16,machine_6,02-05-2020 20:49,21.478,0.097,3.217,0.047,1.53,0.173,5.86,10.09
user_390,machine_5,02-12-2020 21:31,49.182,0.077,,0.032,1.687,1.94,10.337,10.663
user_644,machine_22,02-07-2020 11:32,40.972,0.033,,0.031,1.46,0.177,1.54,9.523
user_548,machine_4,02-05-2020 01:22,43.331,0.031,4.89,0.031,1.757,0.24,21.446,10.447
user_179,machine_1,2/17/2020 13:19,32.589,0.017,6.593,0.031,1.77,0.41,7.746,11.75
user_209,machine_14,02-10-2020 22:11,30.622,0.06,5.536,0.047,1.75,0.286,10.153,9.53
user_294,machine_6,02-08-2020 00:11,37.263,0.033,10.644,0.031,1.64,2.227,7.887,8.303
user_265,machine_6,2/14/2020 1:45,39.137,0.046,2.776,0.047,2.967,0.643,4.854,27.576
user_106,machine_6,2/13/2020 15:39,34.669,0.034,,0.047,2.247,1.787,12.507,14.643
user_434,machine_1,02-03-2020 13:45,25.178,0.03,,0.047,1.903,1.26,4.077,14.54
user_455,machine_0,2/24/2020 14:18,27.199,0.02,2.917,0.032,1.54,0.79,6.037,7.23
user_213,machine_12,03-02-2020 19:26,47.112,0.033,,0.031,1.55,0.274,36.84,5.19
user_571,machine_5,2/20/2020 22:29,23.308,0.03,,0.063,1.707,0.907,8.757,6.316
user_206,machine_21,02-05-2020 10:14,27,0.033,,0.157,1.52,0.32,4.13,11.183
user_228,machine_6,2/28/2020 4:42,44.311,0.063,,0.047,1.517,0.25,3.347,4.65
user_672,machine_4,02-04-2020 03:45,31.945,0.03,6.04,0.047,1.69,0.207,2.427,10.727
user_88,machine_0,2/19/2020 21:27,27.087,0.03,6.793,0.032,1.516,0.943,2.676,5.734
user_570,machine_2,02-11-2020 21:26,55.363,0.06,6.42,0.031,1.597,0.294,2.187,10.423
user_548,machine_4,2/19/2020 20:05,43.031,0.06,4.294,0.031,1.487,0.173,19.564,9.943
user_542,machine_0,03-02-2020 14:47,48.076,0.047,4.267,0.047,1.62,0.313,31.58,6.32
user_190,machine_6,2/28/2020 19:03,23.288,0.047,2.976,0.047,1.49,0.873,8.083,5.86
user_468,machine_5,2/21/2020 19:43,49.106,0.03,4.234,0.047,1.827,1.593,4.183,8.003
user_573,machine_5,02-06-2020 21:26,17.674,0.047,3.44,0.032,1.586,1.443,2.79,6.737
user_172,machine_1,2/29/2020 0:52,23.373,0.03,,0.032,1.553,1.12,10.524,4.176
user_33,machine_24,2/13/2020 12:55,36.339,0.034,5.277,0.031,2.52,2.05,6.633,15.64
user_10,machine_1,2/20/2020 21:04,38.426,0.063,,0.141,1.523,0.293,6.48,12.503
user_298,machine_5,2/19/2020 14:31,26.389,0.034,,0.078,1.733,0.217,7.476,10.47
user_180,machine_3,02-05-2020 05:22,43.25,0.046,,0.032,1.607,0.934,23.19,11.577
user_320,machine_0,02-05-2020 14:19,29.468,0.056,,0.032,1.467,1.236,10.527,6.85
user_333,machine_4,2/21/2020 4:32,31.225,0.02,,0.047,1.613,0.187,12.417,10.77
user_113,machine_5,2/20/2020 19:11,15.61,0.046,,0.062,1.604,0.66,4.057,5.573
user_415,machine_18,2/18/2020 10:39,16.555,0.02,,0.031,1.723,1.18,2.146,6.537
user_253,machine_1,02-04-2020 17:12,59.096,0.03,2.95,0.047,1.513,0.27,36.077,11.066
user_165,machine_22,2/13/2020 10:32,59.119,0.034,,0.047,1.807,0.437,35.173,12.94
user_412,machine_17,2/27/2020 15:36,20.001,0.067,6.853,0.031,1.617,0.667,2.76,5.62
user_90,machine_23,2/27/2020 21:33,21.806,0.016,6.837,0.047,2.06,0.463,3.78,5.47
user_506,machine_14,2/21/2020 10:26,25.991,0.05,,0.031,2.237,0.52,5.767,9.33
user_84,machine_1,2/20/2020 11:12,40.197,0.016,,0.031,2.23,1.82,10.907,18.257
user_62,machine_7,02-03-2020 17:33,19.333,0.02,4.82,0.032,,0.24,0.32,3.49
user_269,machine_1,02-11-2020 13:44,32.689,0.02,,0.031,2.044,1.34,9.22,16.06
user_298,machine_6,02-12-2020 20:53,33.375,0.067,,0.047,1.727,0.19,10.91,11.947
user_546,machine_4,2/24/2020 21:54,36.507,0.034,,0.032,1.99,0.237,7.48,12.746
user_141,machine_5,03-02-2020 10:36,36.695,0.064,,0.016,1.57,0.186,20.22,10.96
user_680,machine_4,2/20/2020 20:13,22.898,0.03,,0.031,1.567,0.227,6.657,9.937
user_269,machine_3,02-04-2020 19:29,19.816,0.034,,0.156,1.713,1.136,5.856,7.127
user_348,machine_7,02-04-2020 23:32,24.514,0.056,,0.047,1.847,0.743,11.477,5.73
user_602,machine_5,02-03-2020 18:35,45.373,0.017,7.024,0.016,1.653,0.613,23.283,8.724
user_516,machine_4,2/25/2020 23:23,19.957,0.046,,0.062,1.706,1.853,2.66,12.117
user_616,machine_17,02-12-2020 22:11,50.104,0.046,16.036,0.047,1.73,0.5,3.2,10.66
user_180,machine_2,2/18/2020 16:32,23.001,0.017,,0.031,1.5,0.557,9.274,4.946
user_700,machine_6,2/28/2020 21:26,23.126,0.05,5.026,0.062,1.59,0.864,9.267,5.66
user_632,machine_18,2/16/2020 16:04,55.64,0.046,,0.032,1.723,0.507,3.156,8.794
user_598,machine_6,2/28/2020 5:06,23.773,0.03,,0.031,1.513,0.144,2.433,13.68
user_163,machine_2,02-10-2020 20:42,30.631,0.046,6.68,0.032,1.707,1.037,8.91,6.79
user_673,machine_23,02-11-2020 19:56,17.883,0.044,,0.031,1.597,0.97,1.717,6.016
user_485,machine_5,03-02-2020 22:32,42.246,0.064,,0.031,1.63,0.317,26.81,5.73
user_316,machine_6,02-12-2020 01:08,27.182,0.06,,0.031,1.743,0.737,3.904,14.293
user_691,machine_19,2/13/2020 10:32,34.048,0.016,14.577,0.031,1.713,0.623,1.733,6.39
user_165,machine_21,2/18/2020 9:57,52.113,0.017,,0.032,1.733,1.326,33.07,7.507
user_66,machine_5,02-05-2020 03:07,78.478,0.034,5.124,0.016,2.173,0.186,31.227,10.406
user_503,machine_18,2/25/2020 15:32,29.833,0.03,5.74,0.031,1.703,0.29,2.08,10.507
user_643,machine_19,2/26/2020 15:21,34.759,0.03,9.92,0.031,1.577,0.197,2.717,11.573
user_120,machine_2,02-06-2020 18:40,22.464,0.057,4.453,0.032,1.546,0.19,3.023,10.31
user_612,machine_18,2/27/2020 23:39,22.065,0.174,,0.14,1.776,0.573,5.787,5.537
user_440,machine_5,2/14/2020 3:32,43.942,0.057,,0.031,2.41,5.977,14.203,20.67
user_143,machine_1,2/27/2020 16:13,29.241,0.02,,0.031,1.544,1.937,13.687,6.957
user_252,machine_4,2/20/2020 20:22,52.859,0.033,7.44,0.031,1.597,0.66,28.54,5.58
user_143,machine_3,03-02-2020 21:21,21.533,0.02,,0.14,1.53,0.45,8.61,4.966
user_294,machine_6,2/14/2020 23:28,50.054,0.017,7.306,0.047,2.534,0.757,8.994,25.163
user_189,machine_8,02-03-2020 21:09,36.451,0.031,2.196,0.031,1.68,0.35,22.46,8.99
user_306,machine_6,02-12-2020 18:50,23.684,0.03,4.33,0.047,1.627,0.987,2.876,8.664
user_123,machine_0,2/27/2020 18:15,21.613,0.03,3.474,0.032,1.473,0.197,2.49,9.65
user_239,machine_24,02-10-2020 21:38,16.305,0.02,,0.047,1.56,0.57,1.883,5.46
user_613,machine_8,02-03-2020 23:27,17.207,0.03,,0.062,1.676,0.456,6.14,4.957
user_381,machine_1,2/25/2020 2:54,34.142,0.033,,0.031,2.207,1.857,8.117,17.35
user_634,machine_4,2/27/2020 8:42,26.983,0.04,4.343,0.047,1.537,0.233,5.103,11.65
user_490,machine_17,2/28/2020 15:27,22.59,0.017,,0.141,1.717,0.926,8.2,5.644
user_701,machine_18,02-07-2020 07:40,18.329,0.05,,0.047,1.5,0.22,1.444,9.52
user_55,machine_5,2/28/2020 20:20,22.6,0.033,4.847,0.047,1.62,0.88,3.263,7.117
user_664,machine_2,2/19/2020 13:09,18.89,0.017,6.04,0.375,1.553,0.603,5.013,4.854
user_529,machine_18,2/27/2020 20:48,46.591,0.03,,0.031,1.947,1.01,33.877,5.593
user_686,machine_9,03-02-2020 18:29,22.253,0.016,,0.046,2.133,2.133,6.337,9.913
user_60,machine_7,2/29/2020 10:11,21.381,0.063,,0.031,1.5,0.47,4.904,5.873
user_464,machine_21,02-10-2020 07:27,29.794,0.033,,0.032,1.444,0.957,4.23,7.027
user_612,machine_21,2/25/2020 20:39,27.376,0.02,,0.062,1.307,0.22,6.82,9.973
user_531,machine_0,2/17/2020 16:36,33.543,0.03,8.873,0.031,1.82,2.08,5.88,9.343
user_348,machine_4,02-03-2020 20:14,34.44,0.033,,0.062,1.93,3.46,13.787,12.793
user_387,machine_18,02-06-2020 09:11,26.209,0.03,9.786,0.031,1.444,0.617,1.313,5.087
user_32,machine_24,2/24/2020 19:31,17.525,0.067,,0.047,1.78,0.606,4.766,4.35
user_298,machine_4,2/18/2020 15:28,29.305,0.017,,0.047,1.534,0.42,13.517,5.217
user_359,machine_19,2/20/2020 0:13,20.116,0.033,,0.031,1.704,0.594,3.484,6.9
user_310,machine_18,2/17/2020 21:18,26.046,0.06,6.21,0.032,1.66,0.226,1.537,11.05
user_220,machine_7,2/28/2020 0:23,18.137,0.017,,0.047,1.456,0.74,8.19,5.28
user_355,machine_15,2/24/2020 20:27,34.44,0.03,,0.032,1.397,0.327,10.283,8.31
user_396,machine_6,02-12-2020 20:38,65.316,0.02,3.404,0.031,1.906,1.116,45.583,9.887
user_218,machine_6,02-07-2020 20:51,31.384,0.03,3.26,0.079,1.656,0.434,5.797,7.683
user_264,machine_1,02-07-2020 17:48,42.994,0.06,,0.047,1.827,1.243,23.753,8.803
user_468,machine_4,2/27/2020 3:04,29.487,0.02,3.03,0.031,1.647,1.963,6.624,13.293
user_82,machine_22,2/18/2020 11:47,19.388,0.074,,0.031,1.69,0.913,3.82,6.51
user_163,machine_2,2/27/2020 21:52,36.933,0.034,4.93,0.032,1.44,0.17,11.953,9.467
user_536,machine_16,2/27/2020 22:25,28.867,0.03,4.404,0.047,1.707,0.31,6.677,7.45
user_26,machine_5,02-09-2020 04:11,22.622,0.034,,0.031,1.544,0.8,8.267,7.27
user_6,machine_1,2/18/2020 14:19,16.463,0.054,,0.031,1.547,0.616,2.357,4.737
user_647,machine_19,02-03-2020 09:38,44.192,0.02,,0.031,2.303,0.617,14.087,12.863
user_594,machine_1,2/17/2020 21:54,19.084,0.033,,0.047,1.833,1.81,3.42,9
user_527,machine_2,2/25/2020 13:49,31.393,0.03,7.84,0.032,1.503,0.743,5.77,6.82
user_45,machine_23,2/19/2020 21:45,26.356,0.02,5.193,0.031,1.63,1.257,5.653,6.953
user_85,machine_5,2/24/2020 7:38,114.453,0.063,,0.047,1.593,1.917,5.423,8.624
user_679,machine_6,02-05-2020 19:34,61.422,0.093,,0.047,1.614,0.69,46.77,5.93
user_401,machine_6,02-07-2020 00:59,37.22,0.033,6.23,0.079,1.67,0.17,13.457,10.347
user_300,machine_6,2/13/2020 4:57,33.87,0.017,,0.047,1.56,0.176,17.567,10.373
user_576,machine_13,03-02-2020 20:37,38.602,0.033,3.64,0.047,1.55,0.173,19.393,9.83
user_264,machine_3,02-05-2020 16:54,30.738,0.03,,0.031,1.523,1.14,17.026,5.657
user_296,machine_5,2/21/2020 4:30,30.853,0.187,3.84,0.031,1.66,0.99,11.363,7.58
user_90,machine_24,02-04-2020 15:46,21.371,0.06,10.343,0.032,1.537,0.376,2.697,4.57
user_346,machine_1,2/20/2020 21:21,17.4,0.02,,0.032,1.523,0.214,1.66,9.747
user_238,machine_18,03-02-2020 14:58,48.361,0.02,26.263,0.141,1.72,0.24,1.694,10.146
user_16,machine_5,2/20/2020 21:58,21.747,0.062,2.346,0.047,1.623,1.017,6.4,6.6
user_599,machine_14,2/15/2020 13:14,28.724,0.077,,0.047,1.72,0.343,3.507,13.883
user_79,machine_24,02-07-2020 15:15,21.243,0.06,,0.047,1.474,0.373,1.203,11.5
user_575,machine_22,02-05-2020 22:56,62.224,0.063,8.176,0.031,1.43,0.43,5.787,35.063
user_343,machine_5,2/28/2020 9:19,14.357,0.03,,0.047,1.966,0.656,2.097,6.187
user_244,machine_16,2/19/2020 3:31,23.684,0.033,,0.063,1.64,1.51,3.134,9.583
user_255,machine_21,02-10-2020 15:54,25.016,0.02,4.7,0.031,1.483,1.27,7.773,5.52
user_161,machine_2,2/19/2020 12:15,20.644,0.067,2.857,0.031,1.39,0.964,3.73,6.843
user_114,machine_5,2/19/2020 8:00,75.854,0.03,3.827,0.032,1.573,0.55,29.523,24.26
user_152,machine_4,2/19/2020 3:38,36.892,0.02,6.99,0.032,1.51,0.177,13.687,9.86
user_341,machine_3,02-06-2020 00:51,24.733,0.03,,0.14,1.563,0.246,5.387,9.65
user_183,machine_5,02-06-2020 04:18,21.051,0.03,3.933,0.141,1.667,0.89,5.53,6.623
user_647,machine_23,2/19/2020 14:08,38.363,0.033,,0.031,1.647,1.34,15.117,9.46
user_545,machine_16,02-11-2020 22:59,26.634,0.078,,0.032,2.733,1.024,12.243,7.983
user_138,machine_2,2/19/2020 17:21,46.405,0.037,11.533,0.047,1.49,1,18.083,5.474
user_193,machine_6,2/15/2020 0:52,48.53,0.02,1.94,0.078,3.386,2.477,6.18,34.016
user_638,machine_24,2/28/2020 14:16,28.901,0.016,,0.078,1.82,0.55,10.187,5.5
user_93,machine_5,2/28/2020 23:40,35.226,0.078,,0.062,1.854,0.82,17.617,7.137
user_13,machine_4,2/26/2020 0:27,46.43,0.017,10.227,0.062,1.723,3.346,6.4,13.16
user_25,machine_2,2/14/2020 17:36,95.323,0.066,,0.047,1.897,2.737,25.264,8.32
user_623,machine_14,02-04-2020 00:43,27.676,0.033,7.816,0.14,1.886,0.28,5.137,8.473
user_647,machine_21,2/17/2020 11:53,41.248,0.03,,0.032,1.777,1.543,17.22,8.563
user_316,machine_6,02-05-2020 05:23,19.129,0.046,,0.031,1.79,1.41,2.81,9.15
user_612,machine_24,03-02-2020 22:02,31.922,0.03,,0.141,1.68,0.5,7.46,9.446
user_648,machine_5,2/20/2020 0:59,43.116,0.03,,0.218,1.717,0.85,29.064,7.616
user_359,machine_19,2/22/2020 0:14,59.621,0.033,,0.032,1.744,0.226,9.13,10.053
user_163,machine_1,03-02-2020 16:13,30.34,0.046,6.123,0.141,1.507,0.883,10.406,5.524
user_484,machine_5,2/21/2020 5:57,26.335,0.02,,0.047,1.56,0.187,1.223,11.257
user_235,machine_23,2/19/2020 18:12,44.308,0.03,,0.031,1.723,0.26,5.253,11.374
user_177,machine_5,2/25/2020 3:11,29.171,0.062,2.86,0.031,1.814,0.277,5.147,12.863
user_594,machine_1,02-11-2020 18:47,21.899,0.03,,0.125,3.11,1.567,2.883,9.647
user_528,machine_6,02-04-2020 05:31,35.467,0.066,,0.031,1.567,0.323,21.943,5.207
user_114,machine_4,2/20/2020 20:32,69.058,0.03,5.674,0.031,1.517,0.217,39.5,10.48
user_294,machine_5,02-10-2020 21:15,36.336,0.034,11.2,0.016,1.607,0.81,9.534,8.076
user_518,machine_22,2/24/2020 11:41,18.301,0.017,,0.032,1.83,0.883,5.263,6.03
user_660,machine_14,2/28/2020 3:16,31.21,0.062,,0.125,2.293,2.19,4.12,15.07
user_373,machine_6,02-05-2020 08:42,31.08,0.017,5.333,0.031,1.467,0.687,14.087,5.577
user_255,machine_24,02-12-2020 22:14,48.797,0.033,12.344,0.031,1.783,0.23,8.673,12.5
user_223,machine_5,2/14/2020 1:09,51.988,0.1,,0.047,2.62,5.304,21.367,19.05
user_349,machine_4,2/27/2020 20:43,21.758,0.034,,0.032,1.563,0.644,9.654,6.116
user_569,machine_24,02-12-2020 10:08,36.448,0.047,9.73,0.031,1.83,1.447,4.78,9.136
user_10,machine_2,2/15/2020 12:12,38.495,0.097,,0.047,1.647,0.417,13.143,12.34
user_396,machine_4,2/18/2020 19:45,34.299,0.034,8.093,0.032,1.48,0.73,11.727,5.533
user_264,machine_1,2/17/2020 14:12,40.998,0.03,,0.031,1.663,2.493,20.314,9.07
user_273,machine_4,2/26/2020 20:47,30.51,0.034,,0.047,2.48,1.886,8.343,13.797
user_77,machine_1,02-12-2020 14:10,23.221,0.02,8.917,0.046,1.866,1.417,3.147,7.617
user_576,machine_4,2/20/2020 19:31,32.132,0.078,3.463,0.047,1.504,0.18,9.623,10.053
user_576,machine_5,2/27/2020 21:08,30.313,0.06,3.324,0.032,1.686,0.206,9.927,10.347
user_10,machine_2,2/27/2020 15:19,31.326,0.03,7.084,0.031,1.473,0.27,7.22,10.104
user_263,machine_0,2/18/2020 17:27,38.921,0.03,,0.031,1.546,0.354,9.02,3.847
user_211,machine_4,2/27/2020 22:13,18.181,0.067,,0.062,1.64,0.28,2.227,10.176
user_266,machine_6,02-05-2020 00:39,26.609,0.02,5.286,0.047,1.473,0.627,4.287,5.67
user_142,machine_8,02-03-2020 23:14,19.596,0.017,,0.047,1.543,0.917,8.074,5.526
user_368,machine_24,2/21/2020 16:01,17.168,0.083,,0.032,1.686,0.69,2.333,7.413
user_518,machine_17,02-03-2020 11:48,21.445,0.033,,0.032,1.45,0.163,4.766,9.684
user_359,machine_19,2/20/2020 0:31,23.164,0.03,,0.031,1.707,0.22,3.277,11.263
user_417,machine_6,02-10-2020 19:35,33.933,0.017,7.167,0.062,1.66,1.414,11.043,8.16
user_439,machine_6,02-12-2020 05:13,24.08,0.063,4.72,0.047,1.59,0.57,2.73,8.413
user_369,machine_6,02-04-2020 02:26,48.441,0.034,3.273,0.031,1.65,0.75,34.15,5.34
user_345,machine_4,2/27/2020 3:20,31.412,0.066,,0.109,1.747,2.733,4.557,12.73
user_248,machine_14,2/19/2020 4:48,23.217,0.033,,0.047,1.764,0.343,6.987,8.473
user_110,machine_17,2/27/2020 19:41,23.597,0.03,,0.156,1.827,0.436,4.073,5.897
user_351,machine_6,02-12-2020 01:23,40.013,0.034,,0.047,5.057,0.883,6.524,12.72
user_309,machine_5,02-10-2020 22:27,30.84,0.033,,0.031,1.757,0.173,6.043,11.43
user_292,machine_5,02-06-2020 20:23,50.436,0.033,,0.032,1.553,0.167,1.76,10.55
user_108,machine_8,02-04-2020 14:12,25.287,0.05,8.916,0.047,1.44,0.356,3.013,6.293
user_550,machine_23,02-03-2020 20:54,39.531,0.05,,0.031,1.804,0.97,3.317,7.013
user_638,machine_21,2/19/2020 11:24,39.72,0.066,,0.031,1.85,1.077,10.84,7.087
user_351,machine_4,2/25/2020 7:46,21.85,0.033,,0.031,1.72,2.393,5.154,10.653
user_417,machine_4,02-03-2020 23:04,30.013,0.073,5.13,0.047,1.827,0.204,5.413,10.464
user_286,machine_2,2/21/2020 13:42,34.288,0.03,10.417,0.031,1.476,0.263,2.73,11.567
user_393,machine_5,02-10-2020 19:50,35.34,0.03,,0.016,1.63,1.74,17.39,7.507
user_522,machine_17,2/15/2020 11:52,40.307,0.033,,0.031,1.777,0.24,13.284,10.506
user_298,machine_6,02-12-2020 21:44,32.448,0.03,,0.046,1.667,1.457,13.893,10.177
user_190,machine_7,2/28/2020 19:02,27.257,0.107,4.793,0.032,1.52,0.577,9.646,5.897
user_636,machine_5,2/21/2020 1:56,50.311,0.034,4.727,0.063,1.9,0.25,7.156,10.964
user_412,machine_18,2/27/2020 15:50,27.612,0.05,6.656,0.031,3.053,0.28,3.047,11.69
user_410,machine_2,2/18/2020 13:07,26.884,0.034,,0.047,1.537,0.567,2.72,9.64
user_522,machine_21,02-04-2020 16:49,22.645,0.02,,0.047,1.507,0.46,9.197,4.866
user_255,machine_23,2/29/2020 12:20,41.61,0.113,9.114,0.032,1.673,0.997,9.93,8.164
user_298,machine_10,03-02-2020 21:01,23.592,0.037,,0.062,1.643,0.254,11.62,5.71
user_574,machine_5,02-11-2020 17:28,39.877,0.033,18.764,0.031,1.723,0.18,3.307,10.843
user_163,machine_2,2/28/2020 13:27,25.992,0.093,4.77,0.125,1.476,0.227,9.073,4.617
user_488,machine_5,02-04-2020 21:06,39.928,0.046,20.093,0.031,1.603,0.167,3.404,10.013
user_230,machine_5,2/21/2020 20:01,31.41,0.073,,0.031,1.813,0.187,14.233,11.174
user_396,machine_5,2/20/2020 0:14,35.837,0.03,7.77,0.032,1.64,1.194,13.773,7.77
user_333,machine_5,02-07-2020 04:27,28.989,0.034,,0.016,1.51,0.16,12.57,10.28
user_278,machine_5,02-09-2020 09:04,34.57,0.017,3.797,0.016,1.49,0.17,2.21,10.646
user_699,machine_3,02-05-2020 16:21,21.223,0.04,6.39,0.031,1.417,0.177,1.403,9.363
user_452,machine_7,02-06-2020 00:59,14.235,0.02,3.894,0.047,1.686,0.757,3.306,4.12
user_485,machine_6,2/13/2020 5:22,42.508,0.031,,0.046,1.536,0.17,19.19,12.06
user_393,machine_5,2/26/2020 1:46,40.55,0.033,2.313,0.062,1.78,4.47,16.434,13.306
user_618,machine_2,2/25/2020 2:07,20.45,0.017,,0.032,1.71,0.866,3.88,10.55
user_492,machine_0,2/27/2020 14:13,29.452,0.03,7.674,0.031,1.507,1.174,5.567,7.717
user_208,machine_22,2/15/2020 16:57,37.292,0.046,6.757,0.031,1.67,0.41,5.504,12.78
user_165,machine_18,2/27/2020 4:22,46.625,0.033,,0.125,1.7,0.583,32.056,5.864
user_269,machine_1,2/26/2020 14:06,31.528,0.02,,0.032,1.807,1.223,11.064,13.293
user_518,machine_21,2/28/2020 15:44,19.296,0.03,,0.031,1.7,0.65,6.3,5.55
user_317,machine_2,2/22/2020 3:55,24.596,0.03,,0.032,1.456,0.173,8.003,9.294
user_510,machine_24,02-03-2020 12:35,56.88,0.03,3.414,0.032,1.466,0.183,3.383,9.724
user_33,machine_22,2/24/2020 7:17,35.846,0.083,4.353,0.031,2.42,2.057,6.9,15.007
user_183,machine_4,2/24/2020 20:17,26.062,0.02,1.997,0.032,1.596,1.853,6.13,10.513
user_626,machine_16,2/20/2020 0:18,19.229,0.033,,0.031,1.477,0.357,4.03,7.01
user_542,machine_2,2/28/2020 14:43,56.049,0.08,4.484,0.047,1.68,0.68,38.833,5.197
user_346,machine_2,2/17/2020 19:15,18.759,0.06,,0.14,1.557,0.95,2.997,7.8
user_220,machine_4,2/21/2020 20:16,24.641,0.017,,0.032,1.62,0.244,8.166,10.35
user_224,machine_4,2/21/2020 2:07,38.531,0.03,9.684,0.047,1.594,0.19,9.574,10.596
user_612,machine_19,2/28/2020 12:40,25.318,0.06,,0.032,1.723,0.31,6.187,11.187
user_349,machine_8,02-06-2020 01:15,23.853,0.02,,0.047,1.627,0.9,10.217,6.683
user_409,machine_6,02-05-2020 18:29,23.682,0.033,,0.047,1.507,0.744,11.644,5.6
user_567,machine_4,2/20/2020 20:52,24.809,0.046,4.91,0.046,1.583,0.663,5.434,6.753
user_201,machine_8,02-07-2020 23:59,28.543,0.046,5.174,0.031,1.58,0.197,6.797,10.063
user_707,machine_18,02-03-2020 11:42,23.673,0.033,5.393,0.062,1.527,0.717,4.41,5.743
user_441,machine_4,2/19/2020 3:50,17.845,0.02,,0.047,1.517,1.397,2.677,6.793
user_24,machine_1,2/13/2020 16:07,33.066,0.073,9.977,0.047,1.913,0.447,3.16,11.86
user_30,machine_23,2/28/2020 16:01,17.036,0.03,,0.031,1.723,0.586,4.023,5.327
user_33,machine_19,2/13/2020 6:02,36.59,0.076,5.633,0.031,2.353,2,6.016,15.154
user_647,machine_17,03-02-2020 11:30,30.357,0.033,,0.016,1.66,0.727,16.803,5.527
user_650,machine_15,2/28/2020 6:23,17.48,0.02,,0.031,1.374,0.15,3.784,5.653
